lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_frontalpole,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_insula,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_paracentral,lh_parahippocampal,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_temporalpole,lh_transversetemporal,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_frontalpole,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_insula,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_paracentral,rh_parahippocampal,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_temporalpole,rh_transversetemporal
0.113481420050912,-0.0656153215237556,0.0725315524349679,-0.241514277229817,0.133790597837423,0.20888942058864,0.10040863835844,0.0332752020359415,0.0861576138201657,-0.0115121117741075,0.0281345640071156,-0.111864767195704,0.1024208600375,-0.124549048369996,0.121942960679135,0.20012838514774,-0.0697989292659776,0.0627304244016413,0.116497016370862,0.0794220470755482,0.0964653826638604,-0.241658413505312,-0.112252024324627,-0.0592852101338201,0.0461375347804451,0.0349198648075228,-0.0869837998600385,0.0459423831911414,0.20775202282819,-0.118762840794313,0.20542922195805,0.111318950113102,0.284797852476688,0.0163528264848204,0.0392754123331389,0.0602010313138694,0.0556082011699266,-0.158659818947165,0.419703705629346,0.134763296040104,0.0875738581008494,0.0298805809095631,0.0312298002609354,0.0292793151943635,0.0461469460254539,0.00197401059246744,0.0814968979955805,-0.208471937595811,0.0401073348811574,0.229456192127295,-0.0348994505552223,0.0903941888501334,0.0626814396411468,0.164836700073084,0.116117580872811,-0.246674339801176,-0.160048963356202,-0.101590763444794,0.0777153066683775,0.0131770703260456,0.143850551438278,-0.00919623700710077,0.150094254886223,-0.0806916175154006,0.165899730267065,0.102026196313715,0.255010321835734,0.0211635715194623
