lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_frontalpole,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_insula,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_paracentral,lh_parahippocampal,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_temporalpole,lh_transversetemporal,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_frontalpole,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_insula,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_paracentral,rh_parahippocampal,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_temporalpole,rh_transversetemporal
-0.413062941371766,-0.337262834599106,-0.411637125595377,-0.248588372798482,-0.048970193477198,-0.0309320866058051,-0.292273219808201,-0.404460811663866,-0.290353717358931,-0.240490326870624,-0.200691614532341,-0.253516925566468,-0.318608006798525,-0.297168173358743,-0.262064170122319,-0.246813326109693,-0.411606658064226,-0.28746708153864,-0.389335462210387,-0.101780937245929,-0.379435603975682,-0.270196980262494,-0.309464672011835,-0.247856041950248,-0.383101620191667,-0.403052440936649,-0.258011551588494,-0.326151954516066,-0.253017561456377,-0.386205729311326,-0.280512853629855,-0.31417574364324,0.209235414894044,-0.327749870513786,-0.379137926802955,-0.098311622527151,-0.451675608219132,-0.236792795409777,0.0324516866135981,0.0193569609481061,-0.262472589574792,-0.39469806372178,-0.350080156599763,-0.367607031940454,-0.215185205183579,-0.268599454265317,-0.232506257819212,-0.309763013592498,-0.288940203133715,-0.174210784713786,-0.439357711795707,-0.276314693251988,-0.45025859387206,-0.120813356343724,-0.412820143255787,-0.322402558637597,-0.312032433574006,-0.241411866907823,-0.340575883880094,-0.391945330779236,-0.0915612014198344,-0.340564191620764,-0.30658862168765,-0.304985505834828,-0.24394429970534,-0.334220525936828,0.268846666159234,-0.396031003965159
