Row,L_bankssts_grayavg,L_caudalanteriorcingulate_grayavg,L_caudalmiddlefrontal_grayavg,L_cuneus_grayavg,L_entoRinal_grayavg,L_frontalpole_grayavg,L_fusiform_grayavg,L_inferiorparietal_grayavg,L_inferiortemporal_grayavg,L_insula_grayavg,L_isthmuscingulate_grayavg,L_lateraloccipital_grayavg,L_lateralorbitofrontal_grayavg,L_lingual_grayavg,L_medialorbitofrontal_grayavg,L_middletemporal_grayavg,L_paracentral_grayavg,L_parahippocampal_grayavg,L_parsopercularis_grayavg,L_parsorbitalis_grayavg,L_parstriangularis_grayavg,L_pericalcarine_grayavg,L_postcentral_grayavg,L_posteriorcingulate_grayavg,L_precentral_grayavg,L_precuneus_grayavg,L_rostralanteriorcingulate_grayavg,L_rostralmiddlefrontal_grayavg,L_superiorfrontal_grayavg,L_superiorparietal_grayavg,L_superiortemporal_grayavg,L_supramarginal_grayavg,L_temporalpole_grayavg,L_transversetemporal_grayavg,R_bankssts_grayavg,R_caudalanteriorcingulate_grayavg,R_caudalmiddlefrontal_grayavg,R_cuneus_grayavg,R_entoRinal_grayavg,R_frontalpole_grayavg,R_fusiform_grayavg,R_inferiorparietal_grayavg,R_inferiortemporal_grayavg,R_insula_grayavg,R_isthmuscingulate_grayavg,R_lateraloccipital_grayavg,R_lateralorbitofrontal_grayavg,R_lingual_grayavg,R_medialorbitofrontal_grayavg,R_middletemporal_grayavg,R_paracentral_grayavg,R_parahippocampal_grayavg,R_parsopercularis_grayavg,R_parsorbitalis_grayavg,R_parstriangularis_grayavg,R_pericalcarine_grayavg,R_postcentral_grayavg,R_posteriorcingulate_grayavg,R_precentral_grayavg,R_precuneus_grayavg,R_rostralanteriorcingulate_grayavg,R_rostralmiddlefrontal_grayavg,R_superiorfrontal_grayavg,R_superiorparietal_grayavg,R_superiortemporal_grayavg,R_supramarginal_grayavg,R_temporalpole_grayavg,R_transversetemporal_grayavg
effsizes,0.0385487342094726,0.057191439567477,-0.042906929048663,-0.0817203985466983,-0.150420779466081,-0.0831414285246494,-0.0594708551500852,-0.071460517529563,0.021843798137247,0.0159068791288714,0.0803404131619542,0.074195036769715,0.000778286552893328,0.00616485928877354,-0.0131180796806905,-0.085308438682091,-0.022482190086825,-0.10042565963302,-0.020263168054275,-0.0747158105830544,-0.0330967097052124,-0.0526740489901946,0.000437825832132127,-0.144667567962966,-0.106142673059706,-0.0316315782206378,-0.234902979337616,-0.124149156493919,-0.0918960191131612,-0.026985330200515,-0.0568065295751301,-0.112507302367966,0.0421026774301085,-0.00519309245577406,0.113824456226079,0.0231650641014202,0.100673466136782,-0.161856131043574,-0.0787908485087249,0.00273068829569255,0.0213009934023398,-0.0373299881313608,-0.0561169604096869,0.0499825770697958,0.00604063086134288,0.00731350916263542,-0.0791226311803732,0.0273182540188047,0.0130430605456519,0.0630935153758916,-0.0326426568122357,-0.139541380925702,-0.0324514656597755,-0.00791423911796748,-0.0727480689287571,-0.0336409245826308,-0.0243050527266672,-0.0391600801484786,-0.133107317084128,-0.00702917576085996,-0.0111422802626208,-0.00746261067159878,-0.140594574653998,-0.0734601630739981,-0.00345244071241552,-0.0880607437162078,-0.0566039074639205,-0.0600603725281801
