Row,L_bankssts_grayavg,L_caudalanteriorcingulate_grayavg,L_caudalmiddlefrontal_grayavg,L_cuneus_grayavg,L_entoRinal_grayavg,L_frontalpole_grayavg,L_fusiform_grayavg,L_inferiorparietal_grayavg,L_inferiortemporal_grayavg,L_insula_grayavg,L_isthmuscingulate_grayavg,L_lateraloccipital_grayavg,L_lateralorbitofrontal_grayavg,L_lingual_grayavg,L_medialorbitofrontal_grayavg,L_middletemporal_grayavg,L_paracentral_grayavg,L_parahippocampal_grayavg,L_parsopercularis_grayavg,L_parsorbitalis_grayavg,L_parstriangularis_grayavg,L_pericalcarine_grayavg,L_postcentral_grayavg,L_posteriorcingulate_grayavg,L_precentral_grayavg,L_precuneus_grayavg,L_rostralanteriorcingulate_grayavg,L_rostralmiddlefrontal_grayavg,L_superiorfrontal_grayavg,L_superiorparietal_grayavg,L_superiortemporal_grayavg,L_supramarginal_grayavg,L_temporalpole_grayavg,L_transversetemporal_grayavg,R_bankssts_grayavg,R_caudalanteriorcingulate_grayavg,R_caudalmiddlefrontal_grayavg,R_cuneus_grayavg,R_entoRinal_grayavg,R_frontalpole_grayavg,R_fusiform_grayavg,R_inferiorparietal_grayavg,R_inferiortemporal_grayavg,R_insula_grayavg,R_isthmuscingulate_grayavg,R_lateraloccipital_grayavg,R_lateralorbitofrontal_grayavg,R_lingual_grayavg,R_medialorbitofrontal_grayavg,R_middletemporal_grayavg,R_paracentral_grayavg,R_parahippocampal_grayavg,R_parsopercularis_grayavg,R_parsorbitalis_grayavg,R_parstriangularis_grayavg,R_pericalcarine_grayavg,R_postcentral_grayavg,R_posteriorcingulate_grayavg,R_precentral_grayavg,R_precuneus_grayavg,R_rostralanteriorcingulate_grayavg,R_rostralmiddlefrontal_grayavg,R_superiorfrontal_grayavg,R_superiorparietal_grayavg,R_superiortemporal_grayavg,R_supramarginal_grayavg,R_temporalpole_grayavg,R_transversetemporal_grayavg
L_bankssts_grayavg,NaN,-0.240638415365779,-0.256025707089447,-0.000688680387377659,-0.230012086776076,0.0477526155837839,-0.142464387868111,-0.117845445646484,-0.0913880531718311,-0.0794830262593934,0.0191575007656413,-0.0341215865773747,-0.0681263195985675,0.146676693570881,-0.0537328352521186,-0.103040916734987,-0.0900806560655044,-0.295562238106363,-0.147955287854648,-0.117631200270287,-0.221998572645581,0.14299393101502,0.0476735940703502,-0.0796857539660767,-0.207225814312741,-0.21062100925136,-0.338232555952211,-0.094793492543689,-0.213092121493761,-0.0224801960884975,-0.338663390002172,-0.243168779048017,-0.0710382655616859,-0.223292219577919,-0.0215993558623381,-0.23853630545568,-0.243415764136085,0.0400365276149558,-0.302256514135493,-0.0413413960694997,-0.165633746699369,-0.079128527864165,-0.118140407623109,-0.108092578924429,-0.000934186745431985,-0.0717584946594092,-0.070803039906599,0.0353225641376213,-0.0825040456246685,-0.110404707767312,-0.122702821504341,-0.317263855783454,-0.120107755140306,-0.114872724384953,-0.183140225816487,0.140259611981734,-0.00491108788447686,-0.121959475686754,-0.262820469906259,-0.145718936828411,-0.194233467149818,-0.0887248374985569,-0.206687048532689,-0.00295397233382497,-0.241198005802023,-0.224009905727603,-0.134107953669597,-0.131904619150067
L_caudalanteriorcingulate_grayavg,-0.240638415365779,NaN,-0.293602821243629,-0.0537369347479639,-0.13661398171118,0.0894105252106317,-0.222449821564052,-0.276616777479145,-0.138535282402566,-0.00959461999677684,0.0348002253120765,-0.116992962729217,-0.0407112668689256,-0.0416360871943152,-0.0234549255333183,-0.0600081076716558,-0.271473501109503,-0.182304967698939,-0.142811526987402,-0.135116831208182,-0.257025132054492,0.0361201895094632,-0.0954830025554439,0.0427738362289486,-0.347861455555218,-0.32215712363755,-0.0768527209538253,-0.221337283880538,-0.239982198809234,-0.118711545851217,-0.224637246178858,-0.291902174929397,0.0936596970529823,-0.266439386163613,-0.25440599605494,0.0893789723053662,-0.184466629482528,-0.124822069110855,-0.223489343925951,-0.0135482407505193,-0.1843073935209,-0.237942849473111,-0.104731403067443,0.0231854528794422,-0.0609449705257941,-0.129202786826462,0.0247353266350718,-0.0325843814347726,-0.0935025223024974,-0.0257800999253845,-0.180733089246222,-0.12976828331639,-0.156262476424409,-0.0383963938726068,-0.235015745138972,0.0447467819662454,-0.0829410982409196,-0.128666945639179,-0.3288642879545,-0.165012823192265,0.039538517109574,-0.236956202873205,-0.215459411045378,-0.0569266186399536,-0.159386342378588,-0.137602572281498,-0.00890364924353161,-0.117220753357487
L_caudalmiddlefrontal_grayavg,-0.256025707089447,-0.293602821243629,NaN,0.0777135074482732,-0.150608570278304,0.162230553251905,-0.259922128570351,-0.0143065577086291,-0.151468456552398,-0.174093231145632,0.127765655426838,0.0194446395246867,-0.0802355695825796,0.15737893245971,-0.0494787395015378,-0.190480624597677,0.051773708099156,-0.215492253907289,-0.0554341603807233,0.00157619029420789,-0.190088957731128,0.26068110469119,0.16039416706527,-0.0582216997880723,0.0194140448094572,0.0150373967264473,-0.385458515492848,-0.0562669111566067,0.0747049730065852,0.126849225182029,-0.146925706365186,-0.013303538713202,-0.0167858215761821,-0.0940651411238539,-0.0251611015439263,-0.220668260869691,-0.0708391748217643,0.0906004001093639,-0.23559333809009,0.0986891276303873,-0.196664875367836,0.0156970182196401,-0.200738439984366,-0.124520247883827,0.0250175016332834,-0.021299675188919,-0.125330538307397,0.0629896214693054,-0.114556544238179,-0.181217148239001,-0.00317323540507944,-0.167073128126056,0.0655215071245048,0.0724695364799571,-0.10894846252094,0.234874826192745,0.173376457461694,-0.198911886059206,-0.0500017910797856,0.0449137314767191,-0.259115718907736,0.0835376774006076,-0.056751176010738,0.109028651721134,-0.0621976942653761,-0.0680504312452585,-0.0934662125046511,-0.0691618176671051
L_cuneus_grayavg,-0.000688680387377659,-0.0537369347479639,0.0777135074482732,NaN,-0.0544194432272843,-0.0416578395260017,-0.102690452560694,0.118160103423122,-0.0576304568938752,-0.254099378223885,-0.0228243685927824,-0.173154633445082,-0.0471094492795884,-0.0291035507427257,-0.12046889402925,-0.103425034371338,-0.112371283691333,-0.0911368800597136,0.186846393166028,0.132961842852389,0.0141236803650152,0.0709443236145488,-0.0683271776605634,-0.144745545382187,0.0491096721991771,0.289898441643543,-0.268348505931371,0.00243178128562601,0.0723005873835357,0.0334691674872257,0.00235689868860733,0.137039841562507,-0.0144630631019753,0.0770849913304617,0.0741438786844327,0.00124939384611382,0.0839439142375724,-0.105405918568818,0.00556616854634837,-0.0448176431428963,-0.120755655143119,0.0661248011507756,-0.0438338643728836,-0.000918517680022338,-0.122580119951215,-0.132440189323457,-0.0705550860922387,-0.110135788733503,-0.11277714523809,0.0466523102927355,-0.0593570779726499,-0.0354570259106769,0.128247647606346,0.0933379584065205,0.0793043370991591,0.106132017153904,0.0218815588886497,-0.141344188580704,0.0732774871471107,0.164855278080675,-0.116385510177944,0.0292418612616596,0.0532464766094149,0.0715824544479541,0.057106836412281,0.208154529575912,-0.00673761156902711,-0.0690178783778481
L_entoRinal_grayavg,-0.230012086776076,-0.13661398171118,-0.150608570278304,-0.0544194432272843,NaN,0.0651275343573201,-0.12022593353059,-0.149108269876785,-0.114140995775315,-0.185291674550415,-0.000349405641857816,-0.052230331066878,-0.090535953144979,-0.0641084750879295,-0.0474550265873036,-0.133695567814517,-0.128299829954281,-0.0371091142085009,-0.227800102066542,-0.101309788565377,-0.11634474084585,-0.0389724725875825,-0.0633916964848107,-0.21550616473361,-0.21110300685327,-0.186206455287902,-0.160086399995396,-0.139486560132594,-0.215392178889341,-0.053754610066631,-0.106033723128445,-0.217987345989413,0.146069998942667,-0.281081444503502,-0.213184688282472,-0.242084624450248,-0.198703487834807,-0.00563038449617509,0.0137354682312704,0.0996281377349365,-0.0564123520675892,-0.133297788996434,-0.0434618348852069,-0.149480992057206,-0.0265053734394896,-0.080323757650154,-0.13541073943129,-0.0703089451017671,-0.00565353692218805,-0.151142854233753,-0.0909869527351883,-0.039726359391947,-0.154523373348296,-0.0815588285070645,-0.104031078607881,-0.0393088768047965,-0.105154653771141,-0.224804323482303,-0.211343433386952,-0.130261583332157,-0.160368987619391,-0.138516305665181,-0.164029726320335,-0.0934129814703676,-0.15684143825207,-0.164890952154786,0.108585348726053,-0.191576373087631
L_frontalpole_grayavg,0.0477526155837839,0.0894105252106317,0.162230553251905,-0.0416578395260017,0.0651275343573201,NaN,0.0607208448282307,0.083796459554419,0.0201421526627956,-0.081035437963671,0.245021088735972,0.0734829390429988,0.0374750076588302,0.106425233411658,0.175869777176634,-0.000269795462219547,0.119629735684164,0.0760489942600513,0.0101101428690952,0.00256790636182291,0.111409226487422,0.163450990099766,0.0583058522641332,0.0618941189022217,0.169049679029989,0.124671283135893,-0.00549027672269623,0.104527440402696,0.178493958245489,0.0325740828916781,0.146543401478687,0.14954635996383,-0.0210550202543313,-0.0795681366290917,0.0762175600487451,0.0342679611474688,0.0770139101660585,-0.0855955871408241,-0.00539930870521476,-0.00817570887296256,0.0365679961475958,0.0699850587341772,0.0761938887474296,0.0645335602836266,0.214898083597106,0.0635558320478337,0.0096340168519456,0.128328909599301,0.275513808247441,-0.0290420443321271,0.207697703287627,0.159958252745776,0.093960035822819,0.0850492726146476,0.113143088026841,0.135899729905734,0.0127430896725428,0.06778147264204,0.0759480052845653,0.195112547380772,0.00801335140292786,0.135600388086781,0.150006301998721,-0.0249232033499612,0.133653070286239,0.117050279861818,-0.0616118331818564,-0.0671679935033805
L_fusiform_grayavg,-0.142464387868111,-0.222449821564052,-0.259922128570351,-0.102690452560694,-0.12022593353059,0.0607208448282307,NaN,-0.195862772907332,0.0460581458793097,-0.160984635146479,0.138890322668921,0.0223187120629665,0.0021735395802566,0.0571664147163311,-0.0938219830921374,0.00725028470162046,-0.163598082364854,-0.157835850029254,-0.250193514217227,-0.0358364467824368,-0.295276970031233,0.0873414803065259,-0.0902738558744858,-0.119049561767465,-0.298423923739366,-0.34273070069368,-0.296340662055224,-0.168006443846136,-0.25588737996959,-0.0946200830419924,-0.284673390886945,-0.38779588167547,0.0912273637883281,-0.354090628328634,-0.182355205596545,-0.173364172709132,-0.22632673982146,-0.0283203936422403,-0.311373705257339,0.00354457483949733,-0.102132832367712,-0.174297706508434,0.0157132151036564,-0.216432008366905,0.0340005151134547,-0.0317664055105567,0.185238455855417,-0.0151777069326541,0.00165767815733915,0.0468863288027452,-0.089977487988292,-0.176471413790886,-0.184979004775316,0.0116101540039038,-0.244338477454462,0.100639591930956,-0.0741096765275078,-0.156979609224111,-0.290511521201539,-0.256685263063376,-0.0992709892817934,-0.166495647678423,-0.157024418059656,-0.0614757237157271,-0.169708864484701,-0.286670331934682,-0.0587812557546722,-0.206398758745944
L_inferiorparietal_grayavg,-0.117845445646484,-0.276616777479145,-0.0143065577086291,0.118160103423122,-0.149108269876785,0.083796459554419,-0.195862772907332,NaN,-0.116095308779225,-0.0900638599719635,0.175504008096064,0.0949217643439351,0.0681340421067671,0.213666141597277,-0.00750549887130087,-0.280717057429604,0.12820163467871,-0.0902469922486758,0.0555013220512174,-0.147915229677337,-0.203022331706844,0.23352080652583,0.21939201628781,-0.0917358351237882,-0.0349556470155775,-0.176490327571509,-0.355053956654769,-0.137394598319263,-0.000814064769225011,-0.0146182802682682,-0.126412270610359,-0.108898723605012,0.0166975323763421,-0.1057272319583,0.00790160440583014,-0.187309092496593,-0.101503478953904,0.142570773765779,-0.233999441148891,-0.0713360690060978,-0.132000158817402,-0.159185763494093,-0.141432343331183,-0.0204087960547295,0.017018760543739,0.0118963498729453,-0.0525873795671248,0.15960938182625,0.0149709014256179,-0.0857190992299425,-0.00977106959398698,-0.0893198900069625,0.0354341228875596,0.0708220141244776,-0.173137060091989,0.253555773031404,0.186736622982851,-0.233106721037743,-0.0668274736298173,-0.104523731752969,-0.194964474586719,-0.0497383989466258,-0.0574499260177474,-0.00319562886813646,0.00775704152764509,-0.0968424803953215,-0.0955987171346371,-0.133344817949546
L_inferiortemporal_grayavg,-0.0913880531718311,-0.138535282402566,-0.151468456552398,-0.0576304568938752,-0.114140995775315,0.0201421526627956,0.0460581458793097,-0.116095308779225,NaN,-0.1516630826256,0.0597342945537,-0.046719138155899,0.0902754181524455,0.0596219494118816,0.0327311014141092,-0.0613823498601647,-0.0965682966526316,0.0783117667623912,-0.12101997761821,-0.070069315114349,-0.206975352271951,0.0547157506035171,-0.0636811035940326,-0.192587417947277,-0.291771550381483,-0.188341964563535,-0.266152580431025,-0.138472923845261,-0.226022345511097,-0.0599864325826035,-0.14853871762721,-0.370698069492792,-0.0151687122603683,-0.245467343150761,-0.10944752496635,-0.280345663055212,-0.164148209057517,0.0164767471728057,-0.271726730696162,-0.0661471487417412,0.0299356493237549,-0.110274396320307,-0.0636569056433118,-0.106375084076757,0.0300615187573479,-0.0201226869202208,0.0502368410139304,0.0335940777684583,0.0180033744547557,-0.0947516936331961,-0.0762886676381196,0.164643888100031,-0.0504269491334263,-0.0493675182419438,-0.0571712388397082,0.0707068337345356,-0.0650099868656118,-0.332383941885405,-0.215892467448376,-0.0817580665736687,-0.195261282371723,-0.125336651092919,-0.170754403983318,-0.034137301424127,-0.180404400239162,-0.221357342470031,-0.15740893669582,-0.216791528939738
L_insula_grayavg,-0.0794830262593934,-0.00959461999677684,-0.174093231145632,-0.254099378223885,-0.185291674550415,-0.081035437963671,-0.160984635146479,-0.0900638599719635,-0.1516630826256,NaN,-0.276522985585599,-0.144910300520679,-0.135696796543395,-0.185230552445887,-0.195896447351378,-0.133883260322048,-0.0950244677417735,-0.210899809591346,-0.205878922977232,-0.207837374846692,-0.182649937361783,-0.0916126928483058,-0.305036728448307,0.00898978344886766,-0.213862600391233,-0.147734001393786,-0.137801250800654,-0.116056665250692,-0.162913845851216,-0.0955942102099031,-0.234491212731523,-0.204562812046441,-0.126664938884849,-0.326014490868685,-0.0856637659906165,-0.319957723003545,-0.11917978006844,-0.244242402325438,-0.356381295893706,-0.144323707472007,-0.13728428361645,-0.0641345451012359,-0.163543126276497,-0.0860867239452545,-0.302514435842572,-0.160880766684943,-0.17917870083027,-0.170099464012086,-0.182034771117354,-0.160377591494451,0.0334848243836659,-0.174111527338073,-0.25659251617879,-0.169589437641328,-0.185331075770059,-0.120186619358207,-0.238077164877057,-0.0210958142541359,-0.159069154967218,-0.158854144010634,-0.055777023009124,-0.0518310436702141,-0.16486189750334,-0.0605648829588321,-0.290387421100172,-0.210763369378321,-0.167138788629081,-0.180683936257359
