Row,L_bankssts_grayavg,L_caudalanteriorcingulate_grayavg,L_caudalmiddlefrontal_grayavg,L_cuneus_grayavg,L_entoRinal_grayavg,L_frontalpole_grayavg,L_fusiform_grayavg,L_inferiorparietal_grayavg,L_inferiortemporal_grayavg,L_insula_grayavg,L_isthmuscingulate_grayavg,L_lateraloccipital_grayavg,L_lateralorbitofrontal_grayavg,L_lingual_grayavg,L_medialorbitofrontal_grayavg,L_middletemporal_grayavg,L_paracentral_grayavg,L_parahippocampal_grayavg,L_parsopercularis_grayavg,L_parsorbitalis_grayavg,L_parstriangularis_grayavg,L_pericalcarine_grayavg,L_postcentral_grayavg,L_posteriorcingulate_grayavg,L_precentral_grayavg,L_precuneus_grayavg,L_rostralanteriorcingulate_grayavg,L_rostralmiddlefrontal_grayavg,L_superiorfrontal_grayavg,L_superiorparietal_grayavg,L_superiortemporal_grayavg,L_supramarginal_grayavg,L_temporalpole_grayavg,L_transversetemporal_grayavg,R_bankssts_grayavg,R_caudalanteriorcingulate_grayavg,R_caudalmiddlefrontal_grayavg,R_cuneus_grayavg,R_entoRinal_grayavg,R_frontalpole_grayavg,R_fusiform_grayavg,R_inferiorparietal_grayavg,R_inferiortemporal_grayavg,R_insula_grayavg,R_isthmuscingulate_grayavg,R_lateraloccipital_grayavg,R_lateralorbitofrontal_grayavg,R_lingual_grayavg,R_medialorbitofrontal_grayavg,R_middletemporal_grayavg,R_paracentral_grayavg,R_parahippocampal_grayavg,R_parsopercularis_grayavg,R_parsorbitalis_grayavg,R_parstriangularis_grayavg,R_pericalcarine_grayavg,R_postcentral_grayavg,R_posteriorcingulate_grayavg,R_precentral_grayavg,R_precuneus_grayavg,R_rostralanteriorcingulate_grayavg,R_rostralmiddlefrontal_grayavg,R_superiorfrontal_grayavg,R_superiorparietal_grayavg,R_superiortemporal_grayavg,R_supramarginal_grayavg,R_temporalpole_grayavg,R_transversetemporal_grayavg
L_bankssts_grayavg,NaN,-0.281551496920317,-0.235582295810429,-0.041663486180035,-0.20161990001044,-0.00167019928295604,-0.141274011466759,-0.18184234978703,-0.100526347649287,-0.00358958332792477,-0.00583338551512847,-0.115213228283101,-0.11290623550645,0.095874417720344,-0.150390148939426,-0.117268327073302,-0.0964366117976099,-0.102695650309454,-0.168757047975669,-0.142535894489712,-0.232692093750139,0.0958462701807355,-0.00681685476427612,-0.12654827052661,-0.222953137849043,-0.224047481807244,-0.295248359834686,-0.15262787244878,-0.168700466025537,-0.066084495861355,-0.287845090877143,-0.278151739609178,-0.0665257031716339,-0.25271346241784,0.0428836935465898,-0.29410481364106,-0.278350020258202,-0.0204207826066834,-0.231494420023639,-0.0637340503663328,-0.200664169589726,-0.148900879659676,-0.0825535600262753,-0.032483640870006,-0.0832387030822499,-0.134763575354244,-0.0544615818764761,-0.0181270142296205,-0.142863544490509,-0.0875736220880532,-0.086289240384469,-0.134249784244344,-0.0151858685107846,-0.0733908564434578,-0.139211921064706,0.13184553338098,-0.01707199898279,-0.239843630928221,-0.253810085395252,-0.157829103565646,-0.243500206551475,-0.14939356200791,-0.201060517187023,-0.0761641076202393,-0.190168421360011,-0.220144510839772,-0.0522823121343527,-0.111350793990988
L_caudalanteriorcingulate_grayavg,-0.281551496920317,NaN,-0.331083550251424,-0.127312881691107,-0.303429086961786,-0.03059782327228,-0.328004152369611,-0.325712636519395,-0.235531611782441,-0.131274627175248,-0.00127993393227528,-0.242952136564178,-0.196723040397726,-0.0777799004324977,-0.13230746729221,-0.198588119317611,-0.2920719601056,-0.21427432536907,-0.250062309263662,-0.196166948516974,-0.258960934642601,0.0385332930185088,-0.0986768639880605,0.069814730189683,-0.398480927859622,-0.320794034985046,-0.163116523508439,-0.271777833018574,-0.316532170638042,-0.136570998390595,-0.342478887599519,-0.322720807943508,-0.0376649309717269,-0.420760273430249,-0.355988071092602,-0.0370178974889754,-0.280477852219467,-0.128608519705605,-0.315292492151944,-0.0658678892447125,-0.243953240084743,-0.295388509124072,-0.197239052066594,-0.0613304958374394,-0.0886275032242374,-0.216545635868463,-0.133274718982409,-0.126041684389553,-0.209741616833514,-0.142476578207272,-0.152111970516128,-0.160388816512534,-0.206300854107096,-0.140221580221312,-0.209099351970406,0.0831471465393433,-0.0714246694864973,-0.150374198240019,-0.401526621244379,-0.20059802042608,-0.0413148252967877,-0.280412378366472,-0.308363826425767,-0.110483585765459,-0.237840496169661,-0.182006496530637,-0.0200222861102169,-0.16240268248211
L_caudalmiddlefrontal_grayavg,-0.235582295810429,-0.331083550251424,NaN,0.135442039602443,-0.158973691003814,0.118960271654611,-0.219491435671,-0.0695079240863472,-0.133552417700462,-0.155969821020946,0.130837369869787,0.0110875709196814,-0.0656164880315078,0.229693167560421,-0.114276107641442,-0.15691866264248,0.0715361032076349,-0.100906200183028,-0.000412402549458726,-0.0407854674048695,-0.170792339163292,0.280350835499308,0.219909708967671,-0.102508906960977,0.0420730412722082,0.0760100655539893,-0.394529839470163,-0.0233649557479595,0.00972654620794963,0.178496730198774,-0.156321892442915,-0.0748360347562685,-0.0430324220064953,-0.175243870803594,-0.0902593720039334,-0.202180403123289,-0.179941256503708,0.156318843275193,-0.155440777919576,0.060273729532912,-0.233410163513571,0.0181430200781178,-0.10290494189597,-0.118818961585776,0.0231416119381808,-0.00247965657590169,-0.0610988936629834,0.114421227081334,-0.106116925419204,-0.178172897726967,-0.0117652079257435,-0.0603709439800981,-0.075009430329983,0.103927270310268,-0.055306830588986,0.311964864290174,0.229462196682219,-0.2902398873876,-0.0546174925925131,0.0282467518018334,-0.319338377553659,0.0680108439110397,-0.0609142941969352,0.113072917674686,-0.0699876548907922,-0.0328190155746522,-0.0245547352635267,0.0497340657344544
L_cuneus_grayavg,-0.041663486180035,-0.127312881691107,0.135442039602443,NaN,-0.0543997959629008,-0.134626684774097,-0.113144692408164,0.0986473530693179,-0.0382237201506185,-0.276460128995294,-0.0103087975214569,-0.0745944126038185,-0.0773505923521979,-0.0828096541845365,-0.112111066146465,-0.0592716319135312,-0.0309215945980302,-0.0591367193061584,0.11999428468389,0.0517970005956905,0.034099915784115,0.135057984977437,0.0261603388491411,-0.114087232975038,0.100805446600963,0.226431365046223,-0.2452835384249,0.0255881653677549,0.0520374057040867,0.026218594236847,0.0437059632104255,0.0917039799533427,-0.0463062636653667,0.0618507581307471,0.00365980352730055,0.0391899653376629,0.0528455482239337,-0.135027765100847,0.00214530937052769,-0.0684553644185623,-0.192786816873544,0.0797440447639183,-0.0112135386804971,-0.0238089263145523,-0.0837105124453267,-0.124032331070983,-0.113284272752688,-0.132273822950755,-0.120333433484551,0.00797231124233961,0.0429988313213617,-0.0662822028032798,0.075239279592244,0.0617223731269676,-0.0023331815302352,0.163767367125823,0.0367830916372805,-0.205026710095881,0.104234600323731,0.0762250894060685,-0.138909544677382,0.0331244041056879,0.100783486918403,-0.00136691324883381,0.000877416123645609,0.182843190388884,0.00862535154359318,-0.0156563622081607
L_entoRinal_grayavg,-0.20161990001044,-0.303429086961786,-0.158973691003814,-0.0543997959629008,NaN,0.055573310060734,-0.155372040058566,-0.116089431865571,-0.197449630784452,-0.267767430540921,-0.135826530042418,-0.0845361768308569,-0.105642047295163,-0.0326917567858501,-0.0298639721182986,-0.154237910190989,-0.0957218094652962,-0.0846002062872121,-0.178619417641484,-0.0485186539741496,-0.0929151705269182,-0.0735363758902282,-0.0672665757529019,-0.275507605577613,-0.188351103037735,-0.151421754699278,-0.206749171611492,-0.0942693645089432,-0.197346238447352,-0.0219577518030875,-0.11452435642212,-0.163424493151343,0.13621556428715,-0.306892366955523,-0.243704742016558,-0.26714975782408,-0.241043452492874,0.0519873867116435,-0.0372295425086481,0.091082703822806,-0.126819642802485,-0.117326349998189,-0.129784446586134,-0.192914913093057,-0.123530014654192,-0.0455025380928646,-0.119053126876386,-0.0526361532766128,-0.0160781192223384,-0.181480433389111,-0.101714640080198,-0.16330036706577,-0.122596042843028,-0.0318892631054224,-0.060177454228709,-0.0410032352671686,-0.0602640969947959,-0.347894153705683,-0.134414922557297,-0.113061309220193,-0.231059206485937,-0.115735606491553,-0.153963149794493,-0.0657689054678803,-0.175635392023097,-0.125868747291847,0.16935331429275,-0.193964037725529
L_frontalpole_grayavg,-0.00167019928295604,-0.03059782327228,0.118960271654611,-0.134626684774097,0.055573310060734,NaN,0.00600011541066608,0.0686917520909901,-0.08174729382704,-0.178749174049073,0.109594903046681,0.00177782639092868,0.0514174889983472,0.0267730727486036,0.0741625605124903,-0.0176372094119003,0.1535752063107,-0.0181497194723739,0.0203811923548495,0.0452067914732715,0.101442333270084,0.0952930598949276,-0.0435684124148523,-0.0243022164393596,0.170962168681184,0.0812202494197317,0.0122719190804132,0.0964962640815221,0.150685577055508,0.0359021567443846,0.167491669899115,0.125236600443085,0.0138282724875449,-0.169545688417367,0.0216398150061779,0.0397867747982876,-0.0129637772781421,-0.0816692684789253,-0.06787000890436,-0.0497654789262278,-0.0820570169487285,0.0938655265698758,0.0606050396901937,-0.00633507276893366,0.141067792583167,-0.0128508569813085,0.0149568766618365,0.0828161183907252,0.225711884131729,-0.0100711561624323,0.211534852286221,0.0288713991405585,0.114470143777228,0.0996335593672163,0.113499112838623,0.082101674747894,-0.0211261626491379,-0.115432051660683,0.0859202643939115,0.166197439900113,-0.0736294391982488,0.107936894336772,0.0890672740190523,-0.0580833746624732,0.077513194002633,0.119917043223941,0.0227609181654428,-0.0884106117891525
L_fusiform_grayavg,-0.141274011466759,-0.328004152369611,-0.219491435671,-0.113144692408164,-0.155372040058566,0.00600011541066608,NaN,-0.217417689597824,0.0345145068063458,-0.0971067611040657,0.0628028596603282,-0.103043721083086,-0.0521896032642532,0.0145612235350058,-0.180548121498835,-0.0146354469576817,-0.113140613908316,-0.0999752976035683,-0.249529143154067,-0.101199905368268,-0.280509460543967,0.00839312484822133,-0.13400224779279,-0.0897348943738624,-0.31701812708386,-0.299703130805748,-0.254362206730645,-0.147175982290161,-0.172597220119886,-0.106284935945751,-0.308276207814777,-0.355755279887157,-0.0294436755455573,-0.439572991898982,-0.222429080302349,-0.197457781186654,-0.306226942696516,-0.0253984055262952,-0.22013848099826,-0.0434017425370621,-0.111885335971723,-0.219709460247865,0.0151391097608248,-0.13352236233664,-0.0332398196498467,-0.0819059281606027,0.190913263814592,-0.077488365277866,-0.00818013408683178,0.0137361192042905,-0.0964989717705918,-0.0664085156744954,-0.207765251261926,-0.0370320751344378,-0.207951787071049,0.0747437395758333,-0.110958210235922,-0.307625270210238,-0.329434224737667,-0.234443855496723,-0.126556708392472,-0.153348699471942,-0.0753371929337658,-0.130425937130769,-0.171654127672862,-0.250251792473878,-0.0127002487862442,-0.181324944681836
L_inferiorparietal_grayavg,-0.18184234978703,-0.325712636519395,-0.0695079240863472,0.0986473530693179,-0.116089431865571,0.0686917520909901,-0.217417689597824,NaN,-0.2131958286866,-0.112025299721609,0.10749139520795,0.0309309263474017,0.00408690213198147,0.211471739611608,-0.12412200550429,-0.259192892939846,0.106291633142921,0.00687678864490023,-0.0224766717212855,-0.158007688693773,-0.248702647088547,0.175045536160076,0.152680577271583,-0.134687746906529,-0.198126009806563,-0.266420581495016,-0.348740516859276,-0.111258128509081,-0.0448303518485426,-0.0262950869224127,-0.168578909871965,-0.162621835130856,-0.0071593944008224,-0.218077029597192,-0.124720929671745,-0.142429295469777,-0.322172549432008,0.162975397913183,-0.130599554254591,-0.0634118626527567,-0.205154498923275,-0.196629962728819,-0.0639940983031914,-0.0448162891855621,-0.013064024205239,0.0165058788041111,-0.0326256880977988,0.134855026493264,-0.0652012984123519,-0.166378436185114,-0.0297518646411166,-0.0432643619458439,-0.0997430558594087,0.0579746856824169,-0.163834715819656,0.277008684695558,0.142679730791427,-0.334505283309867,-0.192211377585992,-0.17112868089777,-0.274296616151936,-0.10503980111248,-0.0803013774988561,-0.00363380547944527,-0.0749860233321984,-0.111356236230624,0.0255856259154615,-0.0356023458736456
L_inferiortemporal_grayavg,-0.100526347649287,-0.235531611782441,-0.133552417700462,-0.0382237201506185,-0.197449630784452,-0.08174729382704,0.0345145068063458,-0.2131958286866,NaN,-0.186196418523374,-0.0258506856904447,-0.114214232840708,0.0499239563371768,0.0781020650716907,-0.063288940298339,-0.17161276663392,-0.0579679589219149,0.0594081542427914,-0.144593323123787,-0.175218528983197,-0.229536843097226,0.0417322622961794,-0.0701769939327292,-0.171167124085057,-0.263889889657918,-0.18218277651092,-0.247452158720983,-0.115359371915424,-0.207163916105956,-0.0323769234099877,-0.177475232237949,-0.339298645467711,-0.0827727015592163,-0.345478164504667,-0.183967825972182,-0.286772719593137,-0.280866652250837,0.0608764906849719,-0.254747187683646,-0.121347475134187,-0.0498020183948812,-0.184719071008553,-0.0958124835969134,-0.0979951752247288,-0.0902734227295522,-0.0293699686693139,0.0918126593830539,-0.00109662697920289,-0.005306038758551,-0.192963070195516,-0.0196990101222702,0.135581113395301,-0.129734891226789,-0.081800575660147,-0.112662452436319,0.106917195796488,-0.0533466375584023,-0.434572100409392,-0.176505976223462,-0.107992536950558,-0.197846169675615,-0.161008662018604,-0.114070188455949,-0.0447864991619437,-0.242358878945099,-0.234778286536347,-0.0962866181023129,-0.176937563069432
L_insula_grayavg,-0.00358958332792477,-0.131274627175248,-0.155969821020946,-0.276460128995294,-0.267767430540921,-0.178749174049073,-0.0971067611040657,-0.112025299721609,-0.186196418523374,NaN,-0.31227979116802,-0.257694200879512,-0.173870706399526,-0.181160166949906,-0.238505642730693,-0.14709543814683,-0.129456850714212,-0.194064812473808,-0.219474942600731,-0.208487782675749,-0.255321787966524,-0.174056776089431,-0.272187754327751,-0.141258998916198,-0.236222220097933,-0.208329169063386,-0.234860817152,-0.0967903211558388,-0.169941326924631,-0.111919127037116,-0.216983313867153,-0.210025928819278,-0.20483342048614,-0.411061186691584,-0.0601458836584508,-0.356934303520383,-0.142145859174098,-0.262862571646005,-0.307862517924995,-0.173177570861373,-0.111603512942541,-0.067955253865122,-0.205292557551284,-0.175072485439125,-0.379216529689149,-0.169469186937359,-0.221410940340533,-0.244281476409032,-0.239345452487364,-0.143792670283734,-0.0281620066474954,-0.155898303016831,-0.24429462274843,-0.196777576912346,-0.168125694276116,-0.169169302038524,-0.211302121680588,-0.135058427898827,-0.166699767787316,-0.234526562224319,-0.0561548568713751,-0.101920107985857,-0.1715920650669,-0.100022663359028,-0.226671301962984,-0.212183532044953,-0.0842395926049129,-0.244502921760273
